threads,grid_size,sync_mode,sync_interval,episodes,schedule,chunk,obstacles_pct,block,training_time_s,converged,vtune_elapsed_s,vtune_ipc,vtune_mem_bound_pct,thread_cpu_time_s,thread_wait_time_s,thread_spin_time_s,thread_overhead_time_s,thread_eff_cpu_util_pct
16,100,sqrt,1000,10000,guided,1,0,3,0.049504,no,NA,NA,NA,NA,NA,NA,NA,NA
40,100,sqrt,10,5000,guided,0,0,3,0.366786,no,NA,NA,NA,NA,NA,NA,NA,NA
40,50,sqrt,0,5000,dynamic,1,0,3,0.038281,no,NA,NA,NA,NA,NA,NA,NA,NA
16,50,hogwild,0,10000,static,10,0,3,0.009585,yes,NA,NA,NA,NA,NA,NA,NA,NA
16,10,statespace,0,10000,dynamic,0,50,3,0.005415,yes,NA,NA,NA,NA,NA,NA,NA,NA
20,50,hogwild,0,10000,static,1,50,3,0.149256,no,NA,NA,NA,NA,NA,NA,NA,NA
20,10,sqrt,10,5000,static,10,0,3,0.019640,yes,NA,NA,NA,NA,NA,NA,NA,NA
16,50,sqrt,10,10000,static,10,50,3,3.180391,no,NA,NA,NA,NA,NA,NA,NA,NA
20,100,sqrt,1000,5000,guided,1,0,3,0.033646,no,NA,NA,NA,NA,NA,NA,NA,NA
40,50,sqrt,0,10000,guided,1,50,3,0.304012,no,NA,NA,NA,NA,NA,NA,NA,NA
16,50,sqrt,1000,5000,static,10,0,3,0.018615,no,NA,NA,NA,NA,NA,NA,NA,NA
16,100,statespace,0,10000,dynamic,10,0,3,0.046055,no,NA,NA,NA,NA,NA,NA,NA,NA
40,50,statespace,0,10000,guided,1,50,3,0.254131,no,NA,NA,NA,NA,NA,NA,NA,NA
16,100,hogwild,0,10000,dynamic,0,0,3,0.021390,yes,NA,NA,NA,NA,NA,NA,NA,NA
8,50,sqrt,0,5000,static,0,0,3,0.029587,no,NA,NA,NA,NA,NA,NA,NA,NA
8,100,statespace,0,10000,dynamic,1,50,3,2.500417,no,NA,NA,NA,NA,NA,NA,NA,NA
20,100,hogwild,0,10000,static,1,50,3,1.220946,no,NA,NA,NA,NA,NA,NA,NA,NA
4,10,hogwild,0,5000,static,1,50,3,0.004662,yes,NA,NA,NA,NA,NA,NA,NA,NA
2,10,sqrt,0,5000,static,10,50,3,0.005923,yes,NA,NA,NA,NA,NA,NA,NA,NA
2,100,statespace,0,5000,dynamic,0,50,3,4.338616,no,NA,NA,NA,NA,NA,NA,NA,NA
8,50,sqrt,1000,5000,dynamic,1,50,3,0.264133,no,NA,NA,NA,NA,NA,NA,NA,NA
16,10,sqrt,10,10000,static,10,0,3,0.039584,yes,NA,NA,NA,NA,NA,NA,NA,NA
16,100,statespace,0,5000,static,10,0,3,0.031938,no,NA,NA,NA,NA,NA,NA,NA,NA
4,10,hogwild,0,10000,guided,0,0,3,0.004029,yes,NA,NA,NA,NA,NA,NA,NA,NA
16,100,sqrt,10,5000,guided,10,0,3,0.395862,no,NA,NA,NA,NA,NA,NA,NA,NA
8,50,sqrt,10,5000,static,1,50,3,0.442853,no,NA,NA,NA,NA,NA,NA,NA,NA
4,100,sqrt,1000,5000,dynamic,10,50,3,2.428923,no,NA,NA,NA,NA,NA,NA,NA,NA
20,10,sqrt,1000,5000,dynamic,10,50,3,0.002379,yes,NA,NA,NA,NA,NA,NA,NA,NA
2,10,statespace,0,5000,dynamic,1,50,3,0.004712,yes,NA,NA,NA,NA,NA,NA,NA,NA
4,10,sqrt,1000,10000,static,0,50,3,0.005458,yes,NA,NA,NA,NA,NA,NA,NA,NA
40,100,sqrt,10,10000,dynamic,0,50,3,4.428288,no,NA,NA,NA,NA,NA,NA,NA,NA
8,100,statespace,0,10000,static,0,0,3,0.067517,no,NA,NA,NA,NA,NA,NA,NA,NA
40,100,sqrt,1000,10000,guided,0,0,3,0.063037,no,NA,NA,NA,NA,NA,NA,NA,NA
16,100,hogwild,0,5000,dynamic,10,50,3,0.713403,no,NA,NA,NA,NA,NA,NA,NA,NA
40,10,sqrt,0,5000,guided,0,50,3,0.010010,yes,NA,NA,NA,NA,NA,NA,NA,NA
4,50,sqrt,10,10000,static,10,50,3,2.408200,no,NA,NA,NA,NA,NA,NA,NA,NA
20,10,hogwild,0,5000,guided,0,50,3,0.004628,yes,NA,NA,NA,NA,NA,NA,NA,NA
20,100,hogwild,0,5000,guided,10,0,3,0.012905,yes,NA,NA,NA,NA,NA,NA,NA,NA
4,50,hogwild,0,5000,guided,10,50,3,0.281779,no,NA,NA,NA,NA,NA,NA,NA,NA
20,100,sqrt,10,5000,dynamic,10,50,3,9.061405,no,NA,NA,NA,NA,NA,NA,NA,NA
20,50,statespace,0,10000,guided,1,50,3,0.243573,no,NA,NA,NA,NA,NA,NA,NA,NA
4,10,sqrt,0,5000,dynamic,0,50,3,0.003774,yes,NA,NA,NA,NA,NA,NA,NA,NA
40,10,sqrt,0,5000,dynamic,0,0,3,0.006528,yes,NA,NA,NA,NA,NA,NA,NA,NA
20,10,hogwild,0,10000,guided,1,0,3,0.006313,yes,NA,NA,NA,NA,NA,NA,NA,NA
4,10,statespace,0,10000,guided,1,50,3,0.005844,yes,NA,NA,NA,NA,NA,NA,NA,NA
4,10,statespace,0,5000,dynamic,10,50,3,0.003605,yes,NA,NA,NA,NA,NA,NA,NA,NA
8,100,sqrt,10,5000,dynamic,1,0,3,0.127156,no,NA,NA,NA,NA,NA,NA,NA,NA
8,10,statespace,0,5000,guided,0,0,3,0.001739,yes,NA,NA,NA,NA,NA,NA,NA,NA
2,100,statespace,0,5000,guided,1,0,3,0.102030,no,NA,NA,NA,NA,NA,NA,NA,NA
8,10,sqrt,10,10000,dynamic,10,50,3,0.028196,yes,NA,NA,NA,NA,NA,NA,NA,NA
20,10,statespace,0,10000,dynamic,10,0,3,0.005840,yes,NA,NA,NA,NA,NA,NA,NA,NA
2,50,sqrt,1000,5000,static,1,0,3,0.029462,yes,NA,NA,NA,NA,NA,NA,NA,NA
2,10,sqrt,0,10000,dynamic,10,0,3,0.006006,yes,NA,NA,NA,NA,NA,NA,NA,NA
40,10,statespace,0,10000,guided,1,50,3,0.009226,yes,NA,NA,NA,NA,NA,NA,NA,NA
4,50,hogwild,0,5000,guided,0,50,3,0.299284,no,NA,NA,NA,NA,NA,NA,NA,NA
40,10,statespace,0,5000,static,0,0,3,0.004175,yes,NA,NA,NA,NA,NA,NA,NA,NA
4,100,sqrt,1000,10000,static,0,0,3,0.107726,no,NA,NA,NA,NA,NA,NA,NA,NA
4,100,hogwild,0,10000,guided,0,0,3,0.061202,yes,NA,NA,NA,NA,NA,NA,NA,NA
16,100,sqrt,10,10000,guided,10,50,3,18.075258,no,NA,NA,NA,NA,NA,NA,NA,NA
16,100,sqrt,1000,10000,static,1,50,3,1.333114,no,NA,NA,NA,NA,NA,NA,NA,NA
40,50,sqrt,0,5000,guided,10,0,3,0.077185,no,NA,NA,NA,NA,NA,NA,NA,NA
40,10,statespace,0,10000,static,0,50,3,0.007674,yes,NA,NA,NA,NA,NA,NA,NA,NA
16,100,statespace,0,10000,guided,1,50,3,1.256446,no,NA,NA,NA,NA,NA,NA,NA,NA
20,50,sqrt,10,10000,static,10,0,3,0.272972,yes,NA,NA,NA,NA,NA,NA,NA,NA
16,50,statespace,0,10000,static,1,0,3,0.022177,no,NA,NA,NA,NA,NA,NA,NA,NA
4,10,sqrt,1000,5000,static,1,0,3,0.001761,yes,NA,NA,NA,NA,NA,NA,NA,NA
40,100,sqrt,10,10000,dynamic,0,0,3,0.690535,no,NA,NA,NA,NA,NA,NA,NA,NA
20,100,sqrt,1000,10000,guided,10,50,3,1.110588,no,NA,NA,NA,NA,NA,NA,NA,NA
4,50,statespace,0,10000,guided,0,50,3,0.579419,no,NA,NA,NA,NA,NA,NA,NA,NA
4,100,sqrt,1000,10000,static,1,0,3,0.107505,no,NA,NA,NA,NA,NA,NA,NA,NA
16,50,sqrt,1000,5000,guided,10,0,3,0.017570,no,NA,NA,NA,NA,NA,NA,NA,NA
40,50,sqrt,1000,5000,dynamic,10,0,3,0.021789,no,NA,NA,NA,NA,NA,NA,NA,NA
40,100,hogwild,0,10000,dynamic,10,50,3,0.941020,no,NA,NA,NA,NA,NA,NA,NA,NA
40,100,hogwild,0,5000,guided,0,50,3,0.470848,no,NA,NA,NA,NA,NA,NA,NA,NA
20,10,hogwild,0,10000,guided,1,50,3,0.007229,yes,NA,NA,NA,NA,NA,NA,NA,NA
20,100,hogwild,0,5000,dynamic,1,0,3,0.012342,yes,NA,NA,NA,NA,NA,NA,NA,NA
40,50,sqrt,10,10000,static,1,0,3,0.202631,yes,NA,NA,NA,NA,NA,NA,NA,NA
40,100,sqrt,0,5000,guided,10,0,3,0.191229,no,NA,NA,NA,NA,NA,NA,NA,NA
20,100,sqrt,10,5000,guided,1,0,3,0.227110,no,NA,NA,NA,NA,NA,NA,NA,NA
4,100,hogwild,0,5000,dynamic,1,0,3,0.040674,yes,NA,NA,NA,NA,NA,NA,NA,NA
2,50,sqrt,10,5000,dynamic,10,50,3,1.095184,no,NA,NA,NA,NA,NA,NA,NA,NA
40,100,sqrt,10,10000,guided,0,0,3,0.696327,no,NA,NA,NA,NA,NA,NA,NA,NA
4,50,sqrt,0,5000,static,10,50,3,0.437697,no,NA,NA,NA,NA,NA,NA,NA,NA
40,50,statespace,0,5000,guided,0,0,3,0.019333,no,NA,NA,NA,NA,NA,NA,NA,NA
40,50,hogwild,0,10000,static,0,0,3,0.009793,yes,NA,NA,NA,NA,NA,NA,NA,NA
16,50,statespace,0,5000,dynamic,1,50,3,0.168068,no,NA,NA,NA,NA,NA,NA,NA,NA
16,100,sqrt,1000,10000,guided,0,0,3,0.048795,no,NA,NA,NA,NA,NA,NA,NA,NA
2,50,sqrt,10,10000,static,0,50,3,1.040913,no,NA,NA,NA,NA,NA,NA,NA,NA
20,10,sqrt,1000,10000,guided,1,0,3,0.002379,yes,NA,NA,NA,NA,NA,NA,NA,NA
40,100,sqrt,1000,5000,dynamic,0,50,3,0.534109,no,NA,NA,NA,NA,NA,NA,NA,NA
4,10,sqrt,0,10000,dynamic,10,0,3,0.005201,yes,NA,NA,NA,NA,NA,NA,NA,NA
4,100,sqrt,0,5000,dynamic,0,50,3,2.500438,no,NA,NA,NA,NA,NA,NA,NA,NA
20,50,sqrt,0,10000,guided,10,0,3,0.169170,no,NA,NA,NA,NA,NA,NA,NA,NA
20,50,hogwild,0,5000,static,0,0,3,0.005756,yes,NA,NA,NA,NA,NA,NA,NA,NA
4,100,sqrt,0,10000,dynamic,1,50,3,4.974412,no,NA,NA,NA,NA,NA,NA,NA,NA
40,100,sqrt,1000,10000,dynamic,0,0,3,0.064424,no,NA,NA,NA,NA,NA,NA,NA,NA
4,100,hogwild,0,10000,dynamic,0,50,3,4.946580,no,NA,NA,NA,NA,NA,NA,NA,NA
4,50,sqrt,1000,10000,dynamic,10,50,3,0.583826,no,NA,NA,NA,NA,NA,NA,NA,NA
2,10,sqrt,1000,10000,static,10,50,3,0.008586,yes,NA,NA,NA,NA,NA,NA,NA,NA
16,10,sqrt,10,5000,dynamic,10,0,3,0.021443,yes,NA,NA,NA,NA,NA,NA,NA,NA
4,100,sqrt,0,5000,static,0,50,3,2.512118,no,NA,NA,NA,NA,NA,NA,NA,NA
40,100,statespace,0,10000,dynamic,10,50,3,0.961005,no,NA,NA,NA,NA,NA,NA,NA,NA
16,50,sqrt,10,10000,static,1,0,3,0.114689,yes,NA,NA,NA,NA,NA,NA,NA,NA
8,50,hogwild,0,10000,static,0,50,3,0.310241,no,NA,NA,NA,NA,NA,NA,NA,NA
40,50,sqrt,10,5000,dynamic,10,0,3,0.251052,no,NA,NA,NA,NA,NA,NA,NA,NA
40,100,sqrt,1000,10000,guided,0,50,3,0.974678,no,NA,NA,NA,NA,NA,NA,NA,NA
20,10,sqrt,10,5000,dynamic,1,50,3,0.017413,yes,NA,NA,NA,NA,NA,NA,NA,NA
20,100,sqrt,10,10000,dynamic,10,50,3,18.194303,no,NA,NA,NA,NA,NA,NA,NA,NA
40,50,sqrt,1000,5000,static,1,0,3,0.020182,no,NA,NA,NA,NA,NA,NA,NA,NA
2,50,sqrt,1000,10000,dynamic,1,50,3,0.921197,no,NA,NA,NA,NA,NA,NA,NA,NA
40,50,statespace,0,10000,static,10,50,3,0.285232,no,NA,NA,NA,NA,NA,NA,NA,NA
2,50,hogwild,0,5000,dynamic,10,0,3,0.024589,yes,NA,NA,NA,NA,NA,NA,NA,NA
20,50,statespace,0,5000,guided,0,50,3,0.138165,no,NA,NA,NA,NA,NA,NA,NA,NA
16,100,sqrt,1000,5000,guided,10,50,3,0.677636,no,NA,NA,NA,NA,NA,NA,NA,NA
8,50,hogwild,0,5000,static,1,50,3,0.169149,no,NA,NA,NA,NA,NA,NA,NA,NA
16,100,statespace,0,5000,dynamic,10,50,3,0.644436,no,NA,NA,NA,NA,NA,NA,NA,NA
4,100,hogwild,0,10000,guided,1,50,3,4.865609,no,NA,NA,NA,NA,NA,NA,NA,NA
4,50,sqrt,0,10000,guided,10,50,3,0.732695,no,NA,NA,NA,NA,NA,NA,NA,NA
40,10,sqrt,0,10000,static,10,0,3,0.018036,yes,NA,NA,NA,NA,NA,NA,NA,NA
2,50,sqrt,10,10000,dynamic,1,50,3,0.995337,no,NA,NA,NA,NA,NA,NA,NA,NA
16,100,sqrt,10,10000,guided,1,50,3,2.383706,no,NA,NA,NA,NA,NA,NA,NA,NA
2,100,statespace,0,10000,guided,1,50,3,8.693840,no,NA,NA,NA,NA,NA,NA,NA,NA
40,100,statespace,0,5000,guided,1,0,3,0.050086,no,NA,NA,NA,NA,NA,NA,NA,NA
2,10,sqrt,1000,10000,static,0,0,3,0.004684,yes,NA,NA,NA,NA,NA,NA,NA,NA
20,50,sqrt,1000,10000,guided,0,50,3,0.235460,no,NA,NA,NA,NA,NA,NA,NA,NA
8,10,sqrt,0,5000,guided,10,50,3,0.006650,yes,NA,NA,NA,NA,NA,NA,NA,NA
40,100,sqrt,0,10000,static,1,0,3,0.202867,no,NA,NA,NA,NA,NA,NA,NA,NA
40,50,sqrt,0,5000,static,0,0,3,0.038191,no,NA,NA,NA,NA,NA,NA,NA,NA
20,100,sqrt,10,5000,static,1,0,3,0.227437,no,NA,NA,NA,NA,NA,NA,NA,NA
40,10,statespace,0,5000,guided,0,50,3,0.005991,yes,NA,NA,NA,NA,NA,NA,NA,NA
2,10,hogwild,0,5000,guided,0,50,3,0.005193,yes,NA,NA,NA,NA,NA,NA,NA,NA
20,100,hogwild,0,5000,guided,1,0,3,0.012799,yes,NA,NA,NA,NA,NA,NA,NA,NA
20,50,sqrt,10,5000,guided,10,0,3,0.183660,no,NA,NA,NA,NA,NA,NA,NA,NA
40,50,sqrt,10,10000,dynamic,0,0,3,0.201364,yes,NA,NA,NA,NA,NA,NA,NA,NA
40,100,statespace,0,5000,static,0,50,3,0.496520,no,NA,NA,NA,NA,NA,NA,NA,NA
40,100,sqrt,0,10000,dynamic,10,0,3,0.339539,no,NA,NA,NA,NA,NA,NA,NA,NA
2,50,sqrt,10,10000,static,0,0,3,0.078773,yes,NA,NA,NA,NA,NA,NA,NA,NA
20,50,sqrt,0,10000,static,0,50,3,0.471751,no,NA,NA,NA,NA,NA,NA,NA,NA
2,10,sqrt,0,10000,guided,1,50,3,0.009203,yes,NA,NA,NA,NA,NA,NA,NA,NA
4,100,sqrt,10,5000,guided,10,0,3,0.294007,no,NA,NA,NA,NA,NA,NA,NA,NA
20,10,statespace,0,10000,static,10,50,3,0.007827,yes,NA,NA,NA,NA,NA,NA,NA,NA
2,10,sqrt,1000,10000,dynamic,0,50,3,0.008655,yes,NA,NA,NA,NA,NA,NA,NA,NA
2,100,sqrt,0,10000,guided,0,50,3,8.667364,no,NA,NA,NA,NA,NA,NA,NA,NA
16,10,hogwild,0,5000,static,1,50,3,0.003836,yes,NA,NA,NA,NA,NA,NA,NA,NA
8,100,sqrt,1000,10000,dynamic,10,50,3,2.589066,no,NA,NA,NA,NA,NA,NA,NA,NA
20,10,hogwild,0,10000,static,0,50,3,0.007458,yes,NA,NA,NA,NA,NA,NA,NA,NA
20,100,statespace,0,5000,dynamic,10,50,3,0.526988,no,NA,NA,NA,NA,NA,NA,NA,NA
2,50,statespace,0,10000,guided,0,50,3,0.946424,no,NA,NA,NA,NA,NA,NA,NA,NA
8,50,statespace,0,5000,static,0,0,3,0.021928,no,NA,NA,NA,NA,NA,NA,NA,NA
20,10,sqrt,1000,5000,guided,0,50,3,0.002390,yes,NA,NA,NA,NA,NA,NA,NA,NA
40,10,sqrt,1000,10000,guided,10,50,3,0.006588,yes,NA,NA,NA,NA,NA,NA,NA,NA
2,10,statespace,0,5000,static,10,0,3,0.002737,yes,NA,NA,NA,NA,NA,NA,NA,NA
2,50,sqrt,1000,5000,dynamic,0,50,3,0.533407,no,NA,NA,NA,NA,NA,NA,NA,NA
20,10,sqrt,1000,5000,dynamic,1,0,3,0.002142,yes,NA,NA,NA,NA,NA,NA,NA,NA
20,50,sqrt,1000,10000,guided,1,0,3,0.022215,no,NA,NA,NA,NA,NA,NA,NA,NA
40,50,hogwild,0,10000,static,10,0,3,0.009115,yes,NA,NA,NA,NA,NA,NA,NA,NA
20,100,sqrt,0,5000,guided,0,50,3,0.628447,no,NA,NA,NA,NA,NA,NA,NA,NA
8,50,sqrt,1000,5000,guided,1,0,3,0.020086,no,NA,NA,NA,NA,NA,NA,NA,NA
16,100,sqrt,1000,10000,static,1,0,3,0.047648,no,NA,NA,NA,NA,NA,NA,NA,NA
2,10,hogwild,0,5000,dynamic,1,50,3,0.005516,yes,NA,NA,NA,NA,NA,NA,NA,NA
40,50,statespace,0,10000,static,0,50,3,0.258045,no,NA,NA,NA,NA,NA,NA,NA,NA
2,10,sqrt,0,5000,static,1,50,3,0.005039,yes,NA,NA,NA,NA,NA,NA,NA,NA
40,50,sqrt,0,5000,dynamic,0,50,3,0.157859,no,NA,NA,NA,NA,NA,NA,NA,NA
16,50,statespace,0,10000,static,1,50,3,0.282854,no,NA,NA,NA,NA,NA,NA,NA,NA
40,100,sqrt,0,5000,dynamic,1,0,3,0.122422,no,NA,NA,NA,NA,NA,NA,NA,NA
2,100,hogwild,0,10000,guided,1,50,3,8.714524,no,NA,NA,NA,NA,NA,NA,NA,NA
8,100,sqrt,1000,10000,guided,10,0,3,0.073340,no,NA,NA,NA,NA,NA,NA,NA,NA
4,50,sqrt,10,5000,static,10,0,3,0.095461,yes,NA,NA,NA,NA,NA,NA,NA,NA
8,50,sqrt,0,10000,static,10,50,3,0.913504,no,NA,NA,NA,NA,NA,NA,NA,NA
40,50,hogwild,0,10000,dynamic,10,50,3,0.103598,no,NA,NA,NA,NA,NA,NA,NA,NA
8,10,statespace,0,10000,dynamic,0,50,3,0.004068,yes,NA,NA,NA,NA,NA,NA,NA,NA
4,50,statespace,0,10000,guided,1,0,3,0.031607,yes,NA,NA,NA,NA,NA,NA,NA,NA
16,100,sqrt,10,10000,static,1,0,3,0.350861,no,NA,NA,NA,NA,NA,NA,NA,NA
2,100,sqrt,0,10000,dynamic,0,50,3,8.664574,no,NA,NA,NA,NA,NA,NA,NA,NA
2,10,statespace,0,5000,static,1,0,3,0.002677,yes,NA,NA,NA,NA,NA,NA,NA,NA
40,50,hogwild,0,5000,dynamic,10,50,3,0.065902,no,NA,NA,NA,NA,NA,NA,NA,NA
16,50,sqrt,1000,5000,dynamic,10,0,3,0.017908,no,NA,NA,NA,NA,NA,NA,NA,NA
4,50,sqrt,0,5000,static,10,0,3,0.030164,yes,NA,NA,NA,NA,NA,NA,NA,NA
2,50,sqrt,1000,10000,static,1,0,3,0.042466,yes,NA,NA,NA,NA,NA,NA,NA,NA
40,100,sqrt,0,5000,guided,10,50,3,3.821827,no,NA,NA,NA,NA,NA,NA,NA,NA
40,10,sqrt,10,5000,guided,10,0,3,0.021375,yes,NA,NA,NA,NA,NA,NA,NA,NA
4,50,statespace,0,10000,dynamic,10,0,3,0.031698,yes,NA,NA,NA,NA,NA,NA,NA,NA
16,10,sqrt,10,5000,static,1,0,3,0.013197,yes,NA,NA,NA,NA,NA,NA,NA,NA
40,50,sqrt,1000,5000,static,0,0,3,0.020021,no,NA,NA,NA,NA,NA,NA,NA,NA
4,50,sqrt,1000,5000,guided,10,0,3,0.024200,yes,NA,NA,NA,NA,NA,NA,NA,NA
4,10,sqrt,0,5000,dynamic,1,0,3,0.002483,yes,NA,NA,NA,NA,NA,NA,NA,NA
2,50,hogwild,0,10000,guided,0,50,3,1.000149,no,NA,NA,NA,NA,NA,NA,NA,NA
40,10,hogwild,0,5000,dynamic,1,0,3,0.004659,yes,NA,NA,NA,NA,NA,NA,NA,NA
20,100,hogwild,0,10000,dynamic,10,50,3,1.197632,no,NA,NA,NA,NA,NA,NA,NA,NA
40,100,hogwild,0,5000,dynamic,1,0,3,0.009835,yes,NA,NA,NA,NA,NA,NA,NA,NA
40,10,sqrt,10,5000,dynamic,1,0,3,0.016592,yes,NA,NA,NA,NA,NA,NA,NA,NA
20,10,sqrt,1000,10000,dynamic,1,0,3,0.002527,yes,NA,NA,NA,NA,NA,NA,NA,NA
40,100,statespace,0,10000,guided,1,0,3,0.056409,no,NA,NA,NA,NA,NA,NA,NA,NA
2,100,sqrt,0,10000,guided,1,50,3,8.726710,no,NA,NA,NA,NA,NA,NA,NA,NA
4,50,sqrt,0,10000,static,1,50,3,0.632331,no,NA,NA,NA,NA,NA,NA,NA,NA
4,100,sqrt,1000,5000,guided,0,50,3,2.413190,no,NA,NA,NA,NA,NA,NA,NA,NA
4,50,hogwild,0,10000,dynamic,1,0,3,0.022974,yes,NA,NA,NA,NA,NA,NA,NA,NA
16,100,sqrt,1000,5000,guided,1,0,3,0.033491,no,NA,NA,NA,NA,NA,NA,NA,NA
20,10,statespace,0,5000,guided,0,50,3,0.004773,yes,NA,NA,NA,NA,NA,NA,NA,NA
2,100,statespace,0,5000,static,1,50,3,4.383912,no,NA,NA,NA,NA,NA,NA,NA,NA
16,10,hogwild,0,5000,guided,10,50,3,0.004073,yes,NA,NA,NA,NA,NA,NA,NA,NA
16,10,sqrt,1000,10000,static,1,0,3,0.002200,yes,NA,NA,NA,NA,NA,NA,NA,NA
2,50,sqrt,1000,5000,static,0,0,3,0.029085,yes,NA,NA,NA,NA,NA,NA,NA,NA
2,10,sqrt,0,10000,static,1,50,3,0.009806,yes,NA,NA,NA,NA,NA,NA,NA,NA
20,10,hogwild,0,5000,static,1,50,3,0.004214,yes,NA,NA,NA,NA,NA,NA,NA,NA
2,100,sqrt,10,5000,dynamic,0,0,3,0.161226,yes,NA,NA,NA,NA,NA,NA,NA,NA
16,10,statespace,0,5000,guided,0,0,3,0.003461,yes,NA,NA,NA,NA,NA,NA,NA,NA
40,100,hogwild,0,10000,static,10,50,3,0.945245,no,NA,NA,NA,NA,NA,NA,NA,NA
40,100,sqrt,1000,10000,static,10,0,3,0.067998,no,NA,NA,NA,NA,NA,NA,NA,NA
2,100,sqrt,1000,5000,static,0,0,3,0.099657,no,NA,NA,NA,NA,NA,NA,NA,NA
2,100,sqrt,1000,10000,guided,0,0,3,0.134138,yes,NA,NA,NA,NA,NA,NA,NA,NA
20,50,sqrt,10,5000,dynamic,1,50,3,0.326869,no,NA,NA,NA,NA,NA,NA,NA,NA
16,10,sqrt,1000,10000,dynamic,0,50,3,0.002840,yes,NA,NA,NA,NA,NA,NA,NA,NA
8,10,sqrt,0,10000,static,1,50,3,0.006009,yes,NA,NA,NA,NA,NA,NA,NA,NA
16,100,statespace,0,5000,guided,0,0,3,0.031638,no,NA,NA,NA,NA,NA,NA,NA,NA
2,50,sqrt,1000,5000,guided,0,0,3,0.028768,yes,NA,NA,NA,NA,NA,NA,NA,NA
8,10,sqrt,10,5000,static,10,0,3,0.009599,yes,NA,NA,NA,NA,NA,NA,NA,NA
2,100,sqrt,10,10000,static,10,0,3,0.376964,yes,NA,NA,NA,NA,NA,NA,NA,NA
40,50,sqrt,1000,5000,dynamic,0,50,3,0.137169,no,NA,NA,NA,NA,NA,NA,NA,NA
16,10,hogwild,0,10000,guided,1,0,3,0.006364,yes,NA,NA,NA,NA,NA,NA,NA,NA
20,100,sqrt,10,10000,guided,0,50,3,2.440194,no,NA,NA,NA,NA,NA,NA,NA,NA
4,100,sqrt,10,10000,static,10,0,3,0.486875,yes,NA,NA,NA,NA,NA,NA,NA,NA
4,100,hogwild,0,10000,guided,0,50,3,4.925383,no,NA,NA,NA,NA,NA,NA,NA,NA
20,100,sqrt,10,10000,guided,1,50,3,2.431590,no,NA,NA,NA,NA,NA,NA,NA,NA
8,10,hogwild,0,5000,static,1,50,3,0.002452,yes,NA,NA,NA,NA,NA,NA,NA,NA
40,50,sqrt,0,5000,dynamic,10,50,3,1.151287,no,NA,NA,NA,NA,NA,NA,NA,NA
40,100,hogwild,0,5000,dynamic,10,0,3,0.010049,yes,NA,NA,NA,NA,NA,NA,NA,NA
8,10,sqrt,10,5000,static,10,50,3,0.014984,yes,NA,NA,NA,NA,NA,NA,NA,NA
8,100,sqrt,1000,5000,static,0,50,3,1.257421,no,NA,NA,NA,NA,NA,NA,NA,NA
2,100,hogwild,0,5000,static,10,50,3,4.403682,no,NA,NA,NA,NA,NA,NA,NA,NA
40,10,hogwild,0,5000,guided,1,0,3,0.004380,yes,NA,NA,NA,NA,NA,NA,NA,NA
20,10,sqrt,1000,10000,static,1,0,3,0.002394,yes,NA,NA,NA,NA,NA,NA,NA,NA
4,50,sqrt,0,10000,dynamic,10,50,3,0.850284,no,NA,NA,NA,NA,NA,NA,NA,NA
40,50,sqrt,1000,5000,static,10,50,3,0.161852,no,NA,NA,NA,NA,NA,NA,NA,NA
40,50,hogwild,0,10000,static,1,50,3,0.109225,no,NA,NA,NA,NA,NA,NA,NA,NA
40,10,sqrt,0,5000,dynamic,10,0,3,0.008045,yes,NA,NA,NA,NA,NA,NA,NA,NA
4,10,hogwild,0,5000,static,0,50,3,0.003333,yes,NA,NA,NA,NA,NA,NA,NA,NA
16,100,hogwild,0,10000,static,0,50,3,1.463985,no,NA,NA,NA,NA,NA,NA,NA,NA
2,100,statespace,0,10000,dynamic,0,50,3,8.672232,no,NA,NA,NA,NA,NA,NA,NA,NA
20,10,statespace,0,5000,static,10,50,3,0.004894,yes,NA,NA,NA,NA,NA,NA,NA,NA
4,50,sqrt,1000,5000,static,1,50,3,0.381516,no,NA,NA,NA,NA,NA,NA,NA,NA
16,100,sqrt,10,10000,static,10,0,3,0.766922,no,NA,NA,NA,NA,NA,NA,NA,NA
2,10,hogwild,0,5000,static,0,0,3,0.003099,yes,NA,NA,NA,NA,NA,NA,NA,NA
16,10,statespace,0,5000,guided,0,50,3,0.003641,yes,NA,NA,NA,NA,NA,NA,NA,NA
40,100,sqrt,10,10000,dynamic,10,0,3,1.202860,no,NA,NA,NA,NA,NA,NA,NA,NA
2,10,sqrt,0,10000,guided,1,0,3,0.005323,yes,NA,NA,NA,NA,NA,NA,NA,NA
16,100,sqrt,10,5000,guided,1,0,3,0.182930,no,NA,NA,NA,NA,NA,NA,NA,NA
16,50,statespace,0,10000,guided,10,0,3,0.023902,no,NA,NA,NA,NA,NA,NA,NA,NA
16,50,statespace,0,10000,dynamic,0,50,3,0.267065,no,NA,NA,NA,NA,NA,NA,NA,NA
16,100,sqrt,0,10000,dynamic,10,0,3,0.316361,no,NA,NA,NA,NA,NA,NA,NA,NA
8,100,sqrt,0,5000,static,10,50,3,3.694761,no,NA,NA,NA,NA,NA,NA,NA,NA
2,10,sqrt,0,5000,guided,0,0,3,0.002928,yes,NA,NA,NA,NA,NA,NA,NA,NA
40,50,statespace,0,10000,guided,10,0,3,0.027215,no,NA,NA,NA,NA,NA,NA,NA,NA
