threads,grid_size,sync_mode,sync_interval,episodes,schedule,chunk,obstacles_pct,block,training_time_s,converged,vtune_elapsed_s,vtune_ipc,vtune_mem_bound_pct,thread_cpu_time_s,thread_wait_time_s,thread_spin_time_s,thread_overhead_time_s,thread_eff_cpu_util_pct
40,100,hogwild,0,10000,dynamic,0,0,1,0.016760,no,0.036,0.592,53.4,NA,NA,NA,NA,NA
2,50,hogwild,0,10000,static,1,50,1,1.252448,no,1.261,4.231,1.8,NA,NA,NA,NA,NA
1,100,sqrt,0,10000,static,0,0,1,0.252782,yes,0.264,1.380,8.7,NA,NA,NA,NA,NA
1,10,sqrt,0,5000,static,0,0,1,0.006453,yes,0.027,1.314,68.7,NA,NA,NA,NA,NA
1,10,sqrt,0,10000,static,0,50,1,0.041429,no,0.047,1.869,47.8,NA,NA,NA,NA,NA
1,100,sqrt,0,10000,static,0,50,1,17.795843,no,17.823,4.469,1.2,NA,NA,NA,NA,NA
1,10,sqrt,0,5000,static,0,50,1,0.021329,no,0.032,1.841,51.2,NA,NA,NA,NA,NA
1,100,sqrt,0,5000,static,0,0,1,0.173012,no,0.182,1.358,14.4,NA,NA,NA,NA,NA
1,50,sqrt,0,10000,static,0,50,1,1.780627,yes,1.792,4.251,2.3,NA,NA,NA,NA,NA
1,10,sqrt,0,10000,static,0,0,1,0.013865,yes,0.023,1.281,50.8,NA,NA,NA,NA,NA
1,100,sqrt,0,5000,static,0,50,1,8.804698,no,8.832,4.500,1.6,NA,NA,NA,NA,NA
1,50,sqrt,0,5000,static,0,50,1,1.129348,yes,1.155,4.254,2.1,NA,NA,NA,NA,NA
1,50,sqrt,0,5000,static,0,0,1,0.058122,yes,0.073,1.371,12.7,NA,NA,NA,NA,NA
1,50,sqrt,0,10000,static,0,0,1,0.092308,yes,0.098,1.433,15.1,NA,NA,NA,NA,NA
8,100,statespace,0,5000,static,0,0,2,0.040311,no,NA,NA,NA,NA,NA,NA,NA,NA
16,100,sqrt,10,10000,dynamic,0,50,2,2.353239,no,NA,NA,NA,NA,NA,NA,NA,NA
20,50,sqrt,10,5000,static,0,0,2,0.076093,no,NA,NA,NA,NA,NA,NA,NA,NA
16,100,sqrt,10,5000,guided,0,0,2,0.183311,no,NA,NA,NA,NA,NA,NA,NA,NA
4,10,sqrt,10,10000,guided,0,50,2,0.012640,yes,NA,NA,NA,NA,NA,NA,NA,NA
16,100,sqrt,0,5000,guided,0,50,2,1.294274,no,NA,NA,NA,NA,NA,NA,NA,NA
20,50,statespace,0,10000,dynamic,1,50,2,0.246791,no,NA,NA,NA,NA,NA,NA,NA,NA
8,50,sqrt,1000,5000,dynamic,10,0,2,0.020589,no,NA,NA,NA,NA,NA,NA,NA,NA
2,100,sqrt,0,10000,static,10,50,2,9.946083,no,NA,NA,NA,NA,NA,NA,NA,NA
16,50,hogwild,0,5000,static,0,0,2,0.006935,yes,NA,NA,NA,NA,NA,NA,NA,NA
4,10,sqrt,1000,5000,dynamic,0,50,2,0.003403,yes,NA,NA,NA,NA,NA,NA,NA,NA
8,10,sqrt,1000,10000,dynamic,0,0,2,0.002188,yes,NA,NA,NA,NA,NA,NA,NA,NA
8,50,hogwild,0,5000,guided,10,0,2,0.007737,yes,NA,NA,NA,NA,NA,NA,NA,NA
8,50,statespace,0,10000,guided,1,0,2,0.025884,yes,NA,NA,NA,NA,NA,NA,NA,NA
16,10,sqrt,1000,10000,static,0,0,2,0.002200,yes,NA,NA,NA,NA,NA,NA,NA,NA
8,50,sqrt,1000,5000,dynamic,10,50,2,0.298992,no,NA,NA,NA,NA,NA,NA,NA,NA
8,50,sqrt,0,5000,static,1,0,2,0.030496,no,NA,NA,NA,NA,NA,NA,NA,NA
8,50,statespace,0,10000,guided,0,0,2,0.025880,yes,NA,NA,NA,NA,NA,NA,NA,NA
8,10,sqrt,1000,5000,guided,0,0,2,0.001359,yes,NA,NA,NA,NA,NA,NA,NA,NA
16,10,statespace,0,5000,dynamic,10,0,2,0.003352,yes,NA,NA,NA,NA,NA,NA,NA,NA
40,10,hogwild,0,5000,static,10,50,2,0.005044,yes,NA,NA,NA,NA,NA,NA,NA,NA
2,50,sqrt,0,10000,static,1,50,2,1.349469,no,NA,NA,NA,NA,NA,NA,NA,NA
2,100,sqrt,0,10000,guided,10,0,2,0.145929,yes,NA,NA,NA,NA,NA,NA,NA,NA
40,100,sqrt,0,10000,static,10,0,2,0.345822,no,NA,NA,NA,NA,NA,NA,NA,NA
20,50,sqrt,1000,5000,dynamic,10,0,2,0.016416,no,NA,NA,NA,NA,NA,NA,NA,NA
40,100,sqrt,10,10000,guided,10,50,2,19.933352,no,NA,NA,NA,NA,NA,NA,NA,NA
40,50,hogwild,0,5000,dynamic,1,50,2,0.076742,no,NA,NA,NA,NA,NA,NA,NA,NA
2,50,sqrt,10,5000,static,0,0,2,0.046221,yes,NA,NA,NA,NA,NA,NA,NA,NA
2,100,statespace,0,5000,dynamic,0,0,2,0.098576,no,NA,NA,NA,NA,NA,NA,NA,NA
2,50,statespace,0,5000,static,10,50,2,0.727914,no,NA,NA,NA,NA,NA,NA,NA,NA
2,50,statespace,0,10000,guided,0,0,2,0.042065,yes,NA,NA,NA,NA,NA,NA,NA,NA
8,10,sqrt,0,5000,guided,1,0,2,0.002883,yes,NA,NA,NA,NA,NA,NA,NA,NA
4,10,sqrt,0,10000,static,0,0,2,0.004025,yes,NA,NA,NA,NA,NA,NA,NA,NA
16,100,sqrt,10,10000,guided,0,50,2,2.349345,no,NA,NA,NA,NA,NA,NA,NA,NA
8,50,statespace,0,5000,static,1,0,2,0.021584,no,NA,NA,NA,NA,NA,NA,NA,NA
8,50,sqrt,10,10000,dynamic,10,0,2,0.185200,no,NA,NA,NA,NA,NA,NA,NA,NA
4,50,sqrt,10,10000,static,10,50,2,3.028562,no,NA,NA,NA,NA,NA,NA,NA,NA
40,100,statespace,0,5000,dynamic,1,50,2,0.496983,no,NA,NA,NA,NA,NA,NA,NA,NA
16,50,hogwild,0,10000,static,1,50,2,0.242055,no,NA,NA,NA,NA,NA,NA,NA,NA
2,10,sqrt,0,5000,guided,1,0,2,0.002913,yes,NA,NA,NA,NA,NA,NA,NA,NA
40,100,hogwild,0,5000,guided,10,0,2,0.010300,yes,NA,NA,NA,NA,NA,NA,NA,NA
16,100,hogwild,0,5000,guided,0,50,2,0.753368,no,NA,NA,NA,NA,NA,NA,NA,NA
20,100,sqrt,0,5000,static,10,0,2,0.228951,no,NA,NA,NA,NA,NA,NA,NA,NA
2,10,hogwild,0,10000,static,0,50,2,0.012884,yes,NA,NA,NA,NA,NA,NA,NA,NA
8,10,sqrt,1000,5000,dynamic,1,0,2,0.001513,yes,NA,NA,NA,NA,NA,NA,NA,NA
40,100,sqrt,10,10000,dynamic,10,50,2,19.920046,no,NA,NA,NA,NA,NA,NA,NA,NA
2,10,sqrt,0,5000,guided,0,0,2,0.003190,yes,NA,NA,NA,NA,NA,NA,NA,NA
16,100,statespace,0,10000,guided,0,50,2,1.255574,no,NA,NA,NA,NA,NA,NA,NA,NA
4,100,hogwild,0,10000,static,1,0,2,0.062125,yes,NA,NA,NA,NA,NA,NA,NA,NA
16,10,sqrt,0,5000,static,1,0,2,0.008989,yes,NA,NA,NA,NA,NA,NA,NA,NA
4,50,sqrt,0,5000,dynamic,0,50,2,0.462086,no,NA,NA,NA,NA,NA,NA,NA,NA
20,10,sqrt,10,5000,dynamic,1,50,2,0.022495,yes,NA,NA,NA,NA,NA,NA,NA,NA
16,50,sqrt,1000,10000,static,1,0,2,0.022430,no,NA,NA,NA,NA,NA,NA,NA,NA
4,100,sqrt,0,5000,static,0,0,2,0.081005,no,NA,NA,NA,NA,NA,NA,NA,NA
20,10,hogwild,0,5000,dynamic,10,50,2,0.005196,yes,NA,NA,NA,NA,NA,NA,NA,NA
16,100,hogwild,0,5000,guided,1,50,2,0.733864,no,NA,NA,NA,NA,NA,NA,NA,NA
20,50,statespace,0,5000,dynamic,0,0,2,0.015878,no,NA,NA,NA,NA,NA,NA,NA,NA
4,100,sqrt,0,5000,guided,0,50,2,2.508502,no,NA,NA,NA,NA,NA,NA,NA,NA
2,50,sqrt,1000,5000,guided,0,0,2,0.029132,yes,NA,NA,NA,NA,NA,NA,NA,NA
2,100,hogwild,0,5000,dynamic,10,0,2,0.073819,yes,NA,NA,NA,NA,NA,NA,NA,NA
20,100,sqrt,0,10000,dynamic,0,50,2,2.012807,no,NA,NA,NA,NA,NA,NA,NA,NA
20,50,hogwild,0,10000,dynamic,0,0,2,0.008753,yes,NA,NA,NA,NA,NA,NA,NA,NA
40,100,hogwild,0,10000,guided,0,0,2,0.013361,yes,NA,NA,NA,NA,NA,NA,NA,NA
2,100,sqrt,1000,10000,dynamic,0,0,2,0.134158,yes,NA,NA,NA,NA,NA,NA,NA,NA
40,10,sqrt,1000,5000,guided,10,0,2,0.004360,yes,NA,NA,NA,NA,NA,NA,NA,NA
2,10,sqrt,1000,10000,guided,1,50,2,0.010452,yes,NA,NA,NA,NA,NA,NA,NA,NA
8,50,statespace,0,10000,dynamic,0,50,2,0.466345,no,NA,NA,NA,NA,NA,NA,NA,NA
8,10,hogwild,0,10000,dynamic,10,50,2,0.004827,yes,NA,NA,NA,NA,NA,NA,NA,NA
4,50,statespace,0,5000,static,0,50,2,0.462913,no,NA,NA,NA,NA,NA,NA,NA,NA
20,50,hogwild,0,10000,guided,1,0,2,0.009452,yes,NA,NA,NA,NA,NA,NA,NA,NA
20,100,sqrt,10,5000,dynamic,10,50,2,9.063547,no,NA,NA,NA,NA,NA,NA,NA,NA
4,100,hogwild,0,10000,dynamic,10,0,2,0.062244,yes,NA,NA,NA,NA,NA,NA,NA,NA
8,10,hogwild,0,10000,static,0,0,2,0.003351,yes,NA,NA,NA,NA,NA,NA,NA,NA
8,10,sqrt,0,5000,static,1,0,2,0.002962,yes,NA,NA,NA,NA,NA,NA,NA,NA
20,50,statespace,0,10000,static,1,0,2,0.022081,no,NA,NA,NA,NA,NA,NA,NA,NA
20,50,hogwild,0,5000,guided,10,0,2,0.005980,yes,NA,NA,NA,NA,NA,NA,NA,NA
4,10,hogwild,0,5000,dynamic,1,0,2,0.002345,yes,NA,NA,NA,NA,NA,NA,NA,NA
40,100,hogwild,0,5000,static,10,0,2,0.010146,yes,NA,NA,NA,NA,NA,NA,NA,NA
4,10,sqrt,10,5000,static,1,50,2,0.007049,yes,NA,NA,NA,NA,NA,NA,NA,NA
2,50,sqrt,10,10000,static,10,0,2,0.111256,yes,NA,NA,NA,NA,NA,NA,NA,NA
20,50,sqrt,10,10000,dynamic,0,50,2,0.635460,no,NA,NA,NA,NA,NA,NA,NA,NA
8,100,sqrt,1000,10000,guided,0,0,2,0.068113,no,NA,NA,NA,NA,NA,NA,NA,NA
16,100,sqrt,1000,5000,static,10,50,2,0.727162,no,NA,NA,NA,NA,NA,NA,NA,NA
16,50,hogwild,0,10000,static,10,0,2,0.010090,yes,NA,NA,NA,NA,NA,NA,NA,NA
8,50,sqrt,1000,10000,guided,0,0,2,0.024319,yes,NA,NA,NA,NA,NA,NA,NA,NA
2,50,sqrt,10,5000,static,1,0,2,0.045928,yes,NA,NA,NA,NA,NA,NA,NA,NA
8,10,hogwild,0,5000,static,1,50,2,0.002736,no,NA,NA,NA,NA,NA,NA,NA,NA
2,50,statespace,0,5000,dynamic,0,50,2,0.714518,no,NA,NA,NA,NA,NA,NA,NA,NA
2,50,statespace,0,10000,guided,1,0,2,0.041619,yes,NA,NA,NA,NA,NA,NA,NA,NA
40,50,hogwild,0,5000,guided,1,50,2,0.076943,no,NA,NA,NA,NA,NA,NA,NA,NA
8,50,sqrt,0,5000,guided,1,0,2,0.030143,no,NA,NA,NA,NA,NA,NA,NA,NA
40,10,hogwild,0,5000,dynamic,0,50,2,0.005834,no,NA,NA,NA,NA,NA,NA,NA,NA
4,50,statespace,0,5000,static,1,0,2,0.025029,yes,NA,NA,NA,NA,NA,NA,NA,NA
8,50,statespace,0,10000,dynamic,0,0,2,0.025409,yes,NA,NA,NA,NA,NA,NA,NA,NA
20,50,sqrt,10,10000,static,10,50,2,3.581526,no,NA,NA,NA,NA,NA,NA,NA,NA
2,100,sqrt,1000,5000,static,10,50,2,4.395263,no,NA,NA,NA,NA,NA,NA,NA,NA
16,10,sqrt,10,10000,guided,0,0,2,0.035191,yes,NA,NA,NA,NA,NA,NA,NA,NA
40,10,sqrt,10,5000,guided,1,0,2,0.019371,yes,NA,NA,NA,NA,NA,NA,NA,NA
20,10,hogwild,0,10000,static,10,0,2,0.006616,yes,NA,NA,NA,NA,NA,NA,NA,NA
4,100,hogwild,0,5000,dynamic,1,50,2,2.462454,no,NA,NA,NA,NA,NA,NA,NA,NA
40,100,sqrt,10,5000,guided,0,0,2,0.369994,no,NA,NA,NA,NA,NA,NA,NA,NA
8,10,sqrt,0,5000,dynamic,10,0,2,0.004526,yes,NA,NA,NA,NA,NA,NA,NA,NA
4,100,sqrt,10,5000,guided,1,0,2,0.135519,no,NA,NA,NA,NA,NA,NA,NA,NA
8,10,sqrt,0,10000,static,10,0,2,0.005691,yes,NA,NA,NA,NA,NA,NA,NA,NA
4,50,hogwild,0,10000,static,1,50,2,0.718789,no,NA,NA,NA,NA,NA,NA,NA,NA
8,100,sqrt,1000,5000,static,0,50,2,1.285628,no,NA,NA,NA,NA,NA,NA,NA,NA
4,50,sqrt,1000,10000,guided,0,0,2,0.031758,yes,NA,NA,NA,NA,NA,NA,NA,NA
8,50,hogwild,0,10000,static,10,0,2,0.012432,yes,NA,NA,NA,NA,NA,NA,NA,NA
40,50,sqrt,1000,5000,dynamic,0,50,2,0.135840,no,NA,NA,NA,NA,NA,NA,NA,NA
20,10,sqrt,1000,5000,static,0,0,2,0.001939,yes,NA,NA,NA,NA,NA,NA,NA,NA
2,100,sqrt,1000,5000,guided,10,50,2,4.361897,no,NA,NA,NA,NA,NA,NA,NA,NA
8,10,sqrt,1000,10000,static,10,0,2,0.002125,yes,NA,NA,NA,NA,NA,NA,NA,NA
8,50,statespace,0,5000,dynamic,1,50,2,0.294293,no,NA,NA,NA,NA,NA,NA,NA,NA
2,100,sqrt,0,10000,guided,0,50,2,8.790629,no,NA,NA,NA,NA,NA,NA,NA,NA
2,50,hogwild,0,10000,guided,10,50,2,1.290103,no,NA,NA,NA,NA,NA,NA,NA,NA
8,100,sqrt,0,5000,static,1,0,2,0.074583,no,NA,NA,NA,NA,NA,NA,NA,NA
8,100,sqrt,10,10000,guided,1,0,2,0.244564,no,NA,NA,NA,NA,NA,NA,NA,NA
4,10,hogwild,0,5000,dynamic,10,0,2,0.002121,yes,NA,NA,NA,NA,NA,NA,NA,NA
4,50,sqrt,10,10000,dynamic,10,50,2,3.088132,no,NA,NA,NA,NA,NA,NA,NA,NA
4,10,sqrt,1000,10000,guided,0,0,2,0.002867,yes,NA,NA,NA,NA,NA,NA,NA,NA
40,50,sqrt,1000,5000,static,10,0,2,0.165113,no,NA,NA,NA,NA,NA,NA,NA,NA
16,10,hogwild,0,5000,static,0,50,2,0.004089,no,NA,NA,NA,NA,NA,NA,NA,NA
40,100,sqrt,10,5000,guided,1,0,2,0.664573,no,NA,NA,NA,NA,NA,NA,NA,NA
40,10,statespace,0,5000,dynamic,1,50,2,0.005896,no,NA,NA,NA,NA,NA,NA,NA,NA
16,100,sqrt,0,10000,static,10,50,2,7.559792,no,NA,NA,NA,NA,NA,NA,NA,NA
4,10,hogwild,0,5000,dynamic,0,50,2,0.004100,yes,NA,NA,NA,NA,NA,NA,NA,NA
4,10,sqrt,10,5000,guided,10,50,2,0.015095,yes,NA,NA,NA,NA,NA,NA,NA,NA
4,10,sqrt,1000,10000,static,10,0,2,0.002985,yes,NA,NA,NA,NA,NA,NA,NA,NA
4,100,hogwild,0,5000,static,10,50,2,2.440740,no,NA,NA,NA,NA,NA,NA,NA,NA
16,50,hogwild,0,10000,static,0,0,2,0.010868,yes,NA,NA,NA,NA,NA,NA,NA,NA
40,50,sqrt,1000,5000,guided,1,50,2,0.135534,no,NA,NA,NA,NA,NA,NA,NA,NA
4,100,hogwild,0,5000,static,1,0,2,0.042008,yes,NA,NA,NA,NA,NA,NA,NA,NA
20,100,sqrt,1000,5000,guided,1,50,2,0.523994,no,NA,NA,NA,NA,NA,NA,NA,NA
8,100,sqrt,10,10000,guided,10,0,2,0.610369,no,NA,NA,NA,NA,NA,NA,NA,NA
4,10,hogwild,0,5000,static,10,0,2,0.002196,yes,NA,NA,NA,NA,NA,NA,NA,NA
16,50,hogwild,0,10000,guided,10,50,2,0.239831,no,NA,NA,NA,NA,NA,NA,NA,NA
2,100,sqrt,0,10000,dynamic,1,50,2,8.899704,no,NA,NA,NA,NA,NA,NA,NA,NA
40,10,statespace,0,10000,static,1,0,2,0.006876,yes,NA,NA,NA,NA,NA,NA,NA,NA
16,100,hogwild,0,10000,dynamic,0,50,2,1.483792,no,NA,NA,NA,NA,NA,NA,NA,NA
20,100,sqrt,0,5000,guided,1,50,2,0.677455,no,NA,NA,NA,NA,NA,NA,NA,NA
8,50,sqrt,0,5000,static,1,50,2,0.354776,no,NA,NA,NA,NA,NA,NA,NA,NA
20,50,sqrt,10,10000,static,0,0,2,0.135880,yes,NA,NA,NA,NA,NA,NA,NA,NA
4,50,sqrt,1000,5000,guided,1,50,2,0.459946,no,NA,NA,NA,NA,NA,NA,NA,NA
4,50,sqrt,10,10000,dynamic,10,0,2,0.139560,yes,NA,NA,NA,NA,NA,NA,NA,NA
8,100,statespace,0,5000,guided,1,50,2,1.259825,no,NA,NA,NA,NA,NA,NA,NA,NA
20,10,hogwild,0,5000,static,0,50,2,0.004632,yes,NA,NA,NA,NA,NA,NA,NA,NA
2,50,hogwild,0,5000,guided,1,0,2,0.023885,yes,NA,NA,NA,NA,NA,NA,NA,NA
8,50,sqrt,1000,5000,static,0,50,2,0.297304,no,NA,NA,NA,NA,NA,NA,NA,NA
16,10,sqrt,0,10000,dynamic,10,50,2,0.024755,yes,NA,NA,NA,NA,NA,NA,NA,NA
20,50,sqrt,0,5000,guided,10,0,2,0.103217,no,NA,NA,NA,NA,NA,NA,NA,NA
2,100,hogwild,0,10000,dynamic,1,0,2,0.109446,yes,NA,NA,NA,NA,NA,NA,NA,NA
16,100,hogwild,0,10000,static,1,50,2,1.562639,no,NA,NA,NA,NA,NA,NA,NA,NA
20,100,hogwild,0,10000,static,10,0,2,0.019206,yes,NA,NA,NA,NA,NA,NA,NA,NA
4,10,statespace,0,10000,static,10,50,2,0.008309,yes,NA,NA,NA,NA,NA,NA,NA,NA
8,100,statespace,0,10000,guided,10,0,2,0.066869,no,NA,NA,NA,NA,NA,NA,NA,NA
20,50,statespace,0,10000,dynamic,10,50,2,0.260098,no,NA,NA,NA,NA,NA,NA,NA,NA
2,10,statespace,0,5000,dynamic,1,50,2,0.005657,yes,NA,NA,NA,NA,NA,NA,NA,NA
2,100,sqrt,1000,10000,static,10,50,2,8.812831,no,NA,NA,NA,NA,NA,NA,NA,NA
40,100,sqrt,1000,10000,static,0,0,2,0.065663,no,NA,NA,NA,NA,NA,NA,NA,NA
2,10,statespace,0,5000,dynamic,0,50,2,0.006102,yes,NA,NA,NA,NA,NA,NA,NA,NA
40,50,sqrt,10,10000,guided,1,0,2,0.205294,yes,NA,NA,NA,NA,NA,NA,NA,NA
16,50,sqrt,1000,10000,dynamic,10,0,2,0.023084,no,NA,NA,NA,NA,NA,NA,NA,NA
20,50,hogwild,0,10000,guided,0,50,2,0.198590,no,NA,NA,NA,NA,NA,NA,NA,NA
16,100,hogwild,0,10000,dynamic,0,0,2,0.021184,yes,NA,NA,NA,NA,NA,NA,NA,NA
2,100,statespace,0,10000,dynamic,0,50,2,8.686147,no,NA,NA,NA,NA,NA,NA,NA,NA
40,10,sqrt,1000,10000,dynamic,0,50,2,0.005029,yes,NA,NA,NA,NA,NA,NA,NA,NA
4,100,sqrt,10,10000,guided,1,0,2,0.241264,yes,NA,NA,NA,NA,NA,NA,NA,NA
2,10,sqrt,10,5000,guided,0,0,2,0.004851,yes,NA,NA,NA,NA,NA,NA,NA,NA
4,50,statespace,0,5000,guided,1,50,2,0.458898,no,NA,NA,NA,NA,NA,NA,NA,NA
2,100,sqrt,10,5000,guided,0,0,2,0.162507,yes,NA,NA,NA,NA,NA,NA,NA,NA
4,50,sqrt,1000,5000,static,1,50,2,0.458118,no,NA,NA,NA,NA,NA,NA,NA,NA
16,100,sqrt,10,10000,static,0,0,2,0.349129,no,NA,NA,NA,NA,NA,NA,NA,NA
16,10,statespace,0,10000,guided,10,50,2,0.007234,yes,NA,NA,NA,NA,NA,NA,NA,NA
20,50,statespace,0,10000,static,10,0,2,0.022406,no,NA,NA,NA,NA,NA,NA,NA,NA
20,10,statespace,0,10000,dynamic,0,0,2,0.004909,yes,NA,NA,NA,NA,NA,NA,NA,NA
2,50,sqrt,10,10000,dynamic,1,0,2,0.075907,yes,NA,NA,NA,NA,NA,NA,NA,NA
16,50,sqrt,1000,5000,static,0,50,2,0.169282,no,NA,NA,NA,NA,NA,NA,NA,NA
2,50,sqrt,1000,10000,guided,10,0,2,0.042135,yes,NA,NA,NA,NA,NA,NA,NA,NA
8,100,statespace,0,10000,guided,10,50,2,2.550046,no,NA,NA,NA,NA,NA,NA,NA,NA
40,50,sqrt,0,5000,guided,0,0,2,0.042421,no,NA,NA,NA,NA,NA,NA,NA,NA
4,100,sqrt,10,10000,static,10,50,2,17.764803,no,NA,NA,NA,NA,NA,NA,NA,NA
20,100,sqrt,10,10000,static,10,50,2,18.256947,no,NA,NA,NA,NA,NA,NA,NA,NA
20,10,sqrt,0,5000,static,1,50,2,0.013048,yes,NA,NA,NA,NA,NA,NA,NA,NA
20,10,sqrt,10,10000,guided,1,0,2,0.040599,yes,NA,NA,NA,NA,NA,NA,NA,NA
20,10,sqrt,1000,5000,static,10,50,2,0.002667,yes,NA,NA,NA,NA,NA,NA,NA,NA
2,10,sqrt,0,5000,static,10,0,2,0.003337,yes,NA,NA,NA,NA,NA,NA,NA,NA
20,100,sqrt,1000,5000,static,1,0,2,0.034064,no,NA,NA,NA,NA,NA,NA,NA,NA
20,100,sqrt,1000,5000,guided,0,0,2,0.033300,no,NA,NA,NA,NA,NA,NA,NA,NA
2,100,statespace,0,10000,dynamic,1,0,2,0.138687,no,NA,NA,NA,NA,NA,NA,NA,NA
20,100,sqrt,10,10000,static,0,0,2,0.435475,no,NA,NA,NA,NA,NA,NA,NA,NA
4,10,hogwild,0,10000,guided,0,50,2,0.007475,yes,NA,NA,NA,NA,NA,NA,NA,NA
8,50,hogwild,0,10000,dynamic,1,50,2,0.455090,no,NA,NA,NA,NA,NA,NA,NA,NA
8,10,sqrt,0,5000,static,1,50,2,0.004515,yes,NA,NA,NA,NA,NA,NA,NA,NA
2,100,sqrt,1000,10000,guided,0,0,2,0.133670,no,NA,NA,NA,NA,NA,NA,NA,NA
4,50,sqrt,0,5000,guided,10,50,2,0.547611,no,NA,NA,NA,NA,NA,NA,NA,NA
40,10,hogwild,0,5000,dynamic,10,0,2,0.035836,yes,NA,NA,NA,NA,NA,NA,NA,NA
4,100,statespace,0,10000,guided,0,0,2,0.112255,no,NA,NA,NA,NA,NA,NA,NA,NA
20,10,sqrt,10,5000,guided,10,0,2,0.021232,yes,NA,NA,NA,NA,NA,NA,NA,NA
40,50,sqrt,1000,5000,dynamic,10,0,2,0.021108,no,NA,NA,NA,NA,NA,NA,NA,NA
16,50,sqrt,1000,10000,guided,10,0,2,0.022526,no,NA,NA,NA,NA,NA,NA,NA,NA
8,100,statespace,0,10000,static,10,50,2,2.519797,no,NA,NA,NA,NA,NA,NA,NA,NA
4,50,sqrt,1000,5000,dynamic,10,50,2,0.453920,no,NA,NA,NA,NA,NA,NA,NA,NA
2,50,sqrt,10,10000,guided,10,0,2,0.111261,yes,NA,NA,NA,NA,NA,NA,NA,NA
4,100,sqrt,0,5000,dynamic,1,0,2,0.080733,no,NA,NA,NA,NA,NA,NA,NA,NA
40,10,hogwild,0,5000,dynamic,1,0,2,0.004214,yes,NA,NA,NA,NA,NA,NA,NA,NA
20,100,sqrt,10,5000,static,10,50,2,9.105661,no,NA,NA,NA,NA,NA,NA,NA,NA
16,10,statespace,0,5000,dynamic,1,50,2,0.004223,yes,NA,NA,NA,NA,NA,NA,NA,NA
2,50,statespace,0,5000,static,0,0,2,0.029056,yes,NA,NA,NA,NA,NA,NA,NA,NA
20,50,sqrt,10,10000,guided,0,0,2,0.135929,no,NA,NA,NA,NA,NA,NA,NA,NA
2,50,sqrt,1000,10000,guided,10,50,2,1.271786,no,NA,NA,NA,NA,NA,NA,NA,NA
16,10,sqrt,10,5000,guided,10,0,2,0.021216,yes,NA,NA,NA,NA,NA,NA,NA,NA
16,100,hogwild,0,10000,static,1,0,2,0.024074,yes,NA,NA,NA,NA,NA,NA,NA,NA
2,50,sqrt,10,5000,dynamic,10,50,2,1.430642,no,NA,NA,NA,NA,NA,NA,NA,NA
2,50,sqrt,1000,10000,static,10,0,2,0.041673,yes,NA,NA,NA,NA,NA,NA,NA,NA
16,10,hogwild,0,5000,guided,10,50,2,0.004577,no,NA,NA,NA,NA,NA,NA,NA,NA
8,10,sqrt,1000,5000,static,10,50,2,0.002547,yes,NA,NA,NA,NA,NA,NA,NA,NA
40,50,sqrt,10,10000,dynamic,0,50,2,1.057023,no,NA,NA,NA,NA,NA,NA,NA,NA
8,50,sqrt,10,5000,guided,1,0,2,0.047569,no,NA,NA,NA,NA,NA,NA,NA,NA
20,50,sqrt,1000,5000,dynamic,1,0,2,0.015830,no,NA,NA,NA,NA,NA,NA,NA,NA
4,10,sqrt,10,5000,static,0,50,2,0.007021,yes,NA,NA,NA,NA,NA,NA,NA,NA
8,50,sqrt,0,5000,dynamic,0,50,2,0.321707,no,NA,NA,NA,NA,NA,NA,NA,NA
20,10,hogwild,0,10000,guided,1,0,2,0.006758,yes,NA,NA,NA,NA,NA,NA,NA,NA
8,100,sqrt,0,10000,guided,1,50,2,2.922907,no,NA,NA,NA,NA,NA,NA,NA,NA
8,10,hogwild,0,10000,static,1,50,2,0.004796,no,NA,NA,NA,NA,NA,NA,NA,NA
16,10,sqrt,10,10000,dynamic,0,50,2,0.035805,yes,NA,NA,NA,NA,NA,NA,NA,NA
2,50,sqrt,0,10000,dynamic,10,50,2,1.406269,no,NA,NA,NA,NA,NA,NA,NA,NA
40,100,hogwild,0,10000,dynamic,10,50,2,0.948955,no,NA,NA,NA,NA,NA,NA,NA,NA
8,50,sqrt,10,5000,dynamic,1,0,2,0.044751,no,NA,NA,NA,NA,NA,NA,NA,NA
4,50,sqrt,1000,5000,dynamic,1,0,2,0.023916,yes,NA,NA,NA,NA,NA,NA,NA,NA
4,10,sqrt,0,5000,guided,10,50,2,0.005102,yes,NA,NA,NA,NA,NA,NA,NA,NA
2,50,hogwild,0,10000,guided,1,50,2,1.317529,no,NA,NA,NA,NA,NA,NA,NA,NA
2,100,hogwild,0,5000,static,1,0,2,0.075695,no,NA,NA,NA,NA,NA,NA,NA,NA
16,100,hogwild,0,5000,static,1,0,2,0.015952,yes,NA,NA,NA,NA,NA,NA,NA,NA
16,100,statespace,0,10000,dynamic,1,50,2,1.258600,no,NA,NA,NA,NA,NA,NA,NA,NA
4,100,sqrt,0,10000,static,1,0,2,0.126852,no,NA,NA,NA,NA,NA,NA,NA,NA
20,10,sqrt,10,10000,dynamic,0,0,2,0.036593,yes,NA,NA,NA,NA,NA,NA,NA,NA
16,10,sqrt,0,10000,dynamic,10,0,2,0.015397,yes,NA,NA,NA,NA,NA,NA,NA,NA
16,100,hogwild,0,5000,guided,10,0,2,0.014840,yes,NA,NA,NA,NA,NA,NA,NA,NA
