threads,grid_size,sync_mode,sync_interval,episodes,schedule,chunk,obstacles_pct,block,training_time_s,converged,vtune_elapsed_s,vtune_ipc,vtune_mem_bound_pct,thread_cpu_time_s,thread_wait_time_s,thread_spin_time_s,thread_overhead_time_s,thread_eff_cpu_util_pct
2,50,sqrt,1000,10000,dynamic,0,0,1,0.041939,yes,0.057,1.498,10.9,NA,NA,NA,NA,NA
2,50,sqrt,0,10000,dynamic,0,0,1,0.045895,yes,0.054,1.566,13.2,NA,NA,NA,NA,NA
40,100,sqrt,0,10000,dynamic,1,50,1,1.148407,no,1.179,2.126,8.8,NA,NA,NA,NA,NA
40,100,hogwild,0,10000,static,1,0,1,0.017261,yes,0.039,0.592,62.1,NA,NA,NA,NA,NA
4,100,hogwild,0,5000,guided,10,0,1,0.043654,yes,0.054,1.206,23.2,NA,NA,NA,NA,NA
40,50,sqrt,1000,5000,dynamic,1,0,1,0.021769,no,0.031,0.713,38.0,NA,NA,NA,NA,NA
20,100,sqrt,10,10000,static,10,0,1,0.859644,no,0.870,0.587,44.4,NA,NA,NA,NA,NA
40,100,statespace,0,10000,static,0,50,1,0.965928,no,0.991,2.435,2.4,NA,NA,NA,NA,NA
4,100,hogwild,0,10000,static,0,0,1,0.065191,yes,0.078,1.213,19.4,NA,NA,NA,NA,NA
20,10,sqrt,10,10000,static,10,50,1,0.057893,yes,0.068,0.322,53.9,NA,NA,NA,NA,NA
40,100,sqrt,1000,10000,guided,1,50,1,0.981427,no,1.017,2.416,2.7,NA,NA,NA,NA,NA
4,100,sqrt,0,5000,dynamic,0,50,1,2.508422,no,2.535,4.464,1.4,NA,NA,NA,NA,NA
40,50,sqrt,10,5000,static,1,50,1,0.567180,no,0.579,0.732,26.8,NA,NA,NA,NA,NA
20,10,sqrt,10,5000,guided,1,0,1,0.019635,yes,0.040,0.209,89.4,NA,NA,NA,NA,NA
4,50,hogwild,0,5000,dynamic,10,50,1,0.381751,no,0.391,4.017,2.4,NA,NA,NA,NA,NA
20,100,sqrt,10,5000,dynamic,10,50,1,9.100237,no,9.132,1.849,17.2,NA,NA,NA,NA,NA
2,50,sqrt,1000,10000,guided,0,0,1,0.042174,yes,0.049,1.492,39.9,NA,NA,NA,NA,NA
8,100,sqrt,0,5000,dynamic,1,0,1,0.081139,no,0.093,1.319,33.8,NA,NA,NA,NA,NA
2,100,sqrt,1000,5000,dynamic,10,50,1,4.381787,no,4.419,4.590,0.6,NA,NA,NA,NA,NA
2,50,hogwild,0,10000,static,10,0,1,0.042273,yes,0.057,1.246,28.9,NA,NA,NA,NA,NA
40,100,sqrt,0,10000,guided,1,0,1,0.209692,no,0.219,0.460,59.6,NA,NA,NA,NA,NA
16,100,hogwild,0,10000,dynamic,10,50,1,1.507477,no,1.531,3.844,6.7,NA,NA,NA,NA,NA
4,100,statespace,0,5000,static,0,50,1,2.465566,no,2.492,4.513,1.2,NA,NA,NA,NA,NA
16,10,hogwild,0,10000,static,0,50,1,0.007913,yes,0.014,0.521,89.5,NA,NA,NA,NA,NA
20,50,sqrt,0,5000,static,10,50,1,1.273306,no,1.286,1.368,13.9,NA,NA,NA,NA,NA
2,10,statespace,0,10000,static,0,50,1,0.011044,yes,0.021,1.935,29.3,NA,NA,NA,NA,NA
40,10,sqrt,0,5000,guided,1,0,1,0.009725,yes,0.016,0.240,92.3,NA,NA,NA,NA,NA
20,50,hogwild,0,5000,dynamic,0,50,1,0.102227,no,0.112,3.194,4.8,NA,NA,NA,NA,NA
16,10,sqrt,1000,5000,static,1,0,1,0.004246,yes,0.015,0.643,27.5,NA,NA,NA,NA,NA
4,50,statespace,0,10000,dynamic,10,0,1,0.031991,yes,0.040,1.418,31.4,NA,NA,NA,NA,NA
20,10,hogwild,0,5000,static,1,50,1,0.006251,yes,0.015,0.422,0.0,NA,NA,NA,NA,NA
4,50,sqrt,0,5000,static,0,0,1,0.028216,yes,0.045,1.426,43.2,NA,NA,NA,NA,NA
40,50,hogwild,0,5000,dynamic,10,50,1,0.106359,no,0.145,2.103,16.2,NA,NA,NA,NA,NA
16,100,statespace,0,10000,static,10,0,1,0.047780,no,0.060,1.232,25.8,NA,NA,NA,NA,NA
8,100,sqrt,10,5000,static,1,50,1,2.103658,no,2.129,3.132,7.0,NA,NA,NA,NA,NA
2,10,sqrt,0,10000,static,1,50,1,0.011347,yes,0.021,1.943,26.1,NA,NA,NA,NA,NA
2,10,sqrt,10,5000,dynamic,1,0,1,0.004700,yes,0.019,1.301,42.4,NA,NA,NA,NA,NA
2,10,sqrt,0,10000,guided,1,50,1,0.011102,yes,0.026,1.966,36.1,NA,NA,NA,NA,NA
4,100,sqrt,1000,5000,guided,10,50,1,2.422810,no,2.449,4.585,0.7,NA,NA,NA,NA,NA
40,50,hogwild,0,5000,static,1,0,1,0.009771,yes,0.025,0.432,50.9,NA,NA,NA,NA,NA
2,50,sqrt,0,5000,dynamic,10,0,1,0.035263,yes,0.046,1.401,28.9,NA,NA,NA,NA,NA
2,100,sqrt,0,5000,dynamic,0,0,1,0.106453,no,0.124,1.480,12.5,NA,NA,NA,NA,NA
40,10,hogwild,0,5000,static,10,50,1,0.006953,yes,0.019,0.282,90.4,NA,NA,NA,NA,NA
16,100,sqrt,0,10000,dynamic,1,0,1,0.176172,no,0.193,0.931,53.7,NA,NA,NA,NA,NA
2,100,hogwild,0,10000,dynamic,1,0,1,0.112307,yes,0.125,1.285,16.7,NA,NA,NA,NA,NA
4,50,hogwild,0,10000,guided,1,0,1,0.023138,yes,0.032,1.272,69.4,NA,NA,NA,NA,NA
8,50,sqrt,0,10000,dynamic,1,0,1,0.036538,yes,0.044,1.341,48.8,NA,NA,NA,NA,NA
2,10,sqrt,10,10000,guided,1,0,1,0.009026,yes,0.019,1.336,44.1,NA,NA,NA,NA,NA
4,10,hogwild,0,5000,guided,10,50,1,0.004479,yes,0.015,1.414,0.0,NA,NA,NA,NA,NA
16,100,statespace,0,10000,dynamic,1,50,1,1.279958,no,1.307,4.492,2.0,NA,NA,NA,NA,NA
8,100,sqrt,10,10000,dynamic,10,0,1,0.620443,no,0.630,0.880,23.6,NA,NA,NA,NA,NA
16,100,sqrt,1000,5000,static,10,50,1,0.733717,no,0.770,4.464,1.6,NA,NA,NA,NA,NA
16,50,sqrt,0,10000,dynamic,10,50,1,1.701798,no,1.711,1.554,13.6,NA,NA,NA,NA,NA
40,50,sqrt,10,5000,dynamic,1,0,1,0.120855,no,0.134,0.402,58.7,NA,NA,NA,NA,NA
8,50,sqrt,10,5000,guided,10,50,1,1.986990,no,2.000,1.445,12.7,NA,NA,NA,NA,NA
16,50,sqrt,10,10000,static,0,0,1,0.119111,yes,0.134,0.773,60.9,NA,NA,NA,NA,NA
20,50,hogwild,0,10000,dynamic,10,0,1,0.010741,yes,0.026,0.720,69.7,NA,NA,NA,NA,NA
2,100,hogwild,0,10000,guided,1,0,1,0.114754,no,0.126,1.300,17.8,NA,NA,NA,NA,NA
40,10,sqrt,10,5000,dynamic,0,0,1,0.024568,yes,0.045,0.172,95.3,NA,NA,NA,NA,NA
40,100,hogwild,0,10000,dynamic,1,0,1,0.016817,yes,0.030,0.611,60.7,NA,NA,NA,NA,NA
20,50,hogwild,0,10000,static,10,0,1,0.011693,yes,0.033,0.673,70.5,NA,NA,NA,NA,NA
4,10,sqrt,0,10000,dynamic,0,50,1,0.008550,yes,0.019,1.567,58.6,NA,NA,NA,NA,NA
4,50,hogwild,0,5000,dynamic,1,0,1,0.016736,yes,0.027,1.081,79.1,NA,NA,NA,NA,NA
16,10,statespace,0,10000,dynamic,10,0,1,0.006445,yes,0.016,0.478,86.6,NA,NA,NA,NA,NA
4,100,sqrt,10,10000,dynamic,10,0,1,0.481251,yes,0.494,1.137,18.2,NA,NA,NA,NA,NA
16,100,statespace,0,5000,dynamic,0,50,1,0.633905,no,0.664,4.549,1.6,NA,NA,NA,NA,NA
8,10,hogwild,0,5000,guided,10,0,1,0.003315,yes,0.018,0.507,0.0,NA,NA,NA,NA,NA
8,50,sqrt,0,10000,static,1,0,1,0.039744,yes,0.048,1.262,51.4,NA,NA,NA,NA,NA
4,100,sqrt,0,5000,dynamic,10,0,1,0.087748,no,0.100,1.454,15.8,NA,NA,NA,NA,NA
20,100,hogwild,0,10000,static,0,50,1,1.268656,no,1.296,3.835,6.4,NA,NA,NA,NA,NA
8,100,sqrt,1000,10000,guided,0,0,1,0.070888,no,0.080,1.302,10.8,NA,NA,NA,NA,NA
8,100,sqrt,1000,5000,dynamic,0,50,1,1.271185,no,1.299,4.514,1.5,NA,NA,NA,NA,NA
16,50,sqrt,1000,10000,guided,10,0,1,0.024597,no,0.036,1.128,36.3,NA,NA,NA,NA,NA
2,50,sqrt,10,10000,guided,1,50,1,1.437263,no,1.460,3.982,2.5,NA,NA,NA,NA,NA
20,10,sqrt,10,5000,guided,10,50,1,0.032758,yes,0.043,0.351,82.3,NA,NA,NA,NA,NA
8,10,sqrt,10,5000,static,10,0,1,0.012152,yes,0.028,0.497,62.8,NA,NA,NA,NA,NA
4,10,sqrt,10,5000,guided,0,50,1,0.007483,yes,0.018,1.217,58.0,NA,NA,NA,NA,NA
8,10,sqrt,1000,5000,guided,10,50,1,0.003230,yes,0.013,1.551,36.3,NA,NA,NA,NA,NA
4,50,statespace,0,10000,static,1,0,1,0.032539,yes,0.043,1.400,29.0,NA,NA,NA,NA,NA
40,10,sqrt,0,5000,guided,0,50,1,0.013378,no,0.022,0.301,69.9,NA,NA,NA,NA,NA
4,10,statespace,0,5000,dynamic,1,50,1,0.004201,yes,0.012,1.692,0.0,NA,NA,NA,NA,NA
4,50,sqrt,10,10000,guided,1,50,1,1.019751,no,1.029,3.392,5.1,NA,NA,NA,NA,NA
4,10,statespace,0,10000,static,0,50,1,0.007507,yes,0.013,1.711,44.4,NA,NA,NA,NA,NA
40,10,sqrt,1000,10000,static,1,0,1,0.005993,yes,0.018,0.481,54.0,NA,NA,NA,NA,NA
4,100,sqrt,10,10000,static,10,0,1,0.485247,yes,0.499,1.132,18.3,NA,NA,NA,NA,NA
20,50,sqrt,1000,10000,dynamic,1,0,1,0.023312,no,0.036,1.122,42.7,NA,NA,NA,NA,NA
20,100,sqrt,1000,5000,dynamic,10,0,1,0.036501,no,0.050,1.061,52.9,NA,NA,NA,NA,NA
8,10,statespace,0,10000,guided,10,50,1,0.007039,yes,0.016,1.228,45.8,NA,NA,NA,NA,NA
2,10,sqrt,10,5000,static,10,0,1,0.007041,yes,0.018,1.038,39.5,NA,NA,NA,NA,NA
16,50,sqrt,0,5000,guided,0,50,1,0.322835,no,0.332,2.307,14.1,NA,NA,NA,NA,NA
2,10,sqrt,10,5000,guided,0,50,1,0.008412,yes,0.019,1.569,47.9,NA,NA,NA,NA,NA
20,10,statespace,0,5000,dynamic,1,50,1,0.006130,yes,0.016,0.667,61.4,NA,NA,NA,NA,NA
20,10,sqrt,0,5000,static,1,50,1,0.013460,yes,0.020,0.367,89.3,NA,NA,NA,NA,NA
40,100,sqrt,0,5000,guided,1,50,1,0.593638,no,0.621,2.118,13.7,NA,NA,NA,NA,NA
20,100,hogwild,0,5000,guided,1,0,1,0.014929,yes,0.028,0.823,61.5,NA,NA,NA,NA,NA
8,100,sqrt,1000,5000,dynamic,1,50,1,1.270146,no,1.301,4.517,1.6,NA,NA,NA,NA,NA
20,10,statespace,0,10000,guided,1,50,1,0.008559,yes,0.027,0.630,86.6,NA,NA,NA,NA,NA
8,100,hogwild,0,10000,dynamic,1,50,1,2.640842,no,2.679,4.371,2.0,NA,NA,NA,NA,NA
2,100,statespace,0,10000,dynamic,1,50,1,8.747045,no,8.774,4.575,0.7,NA,NA,NA,NA,NA
20,10,sqrt,1000,10000,dynamic,1,0,1,0.004080,yes,0.011,0.666,0.0,NA,NA,NA,NA,NA
20,100,sqrt,1000,10000,static,10,0,1,0.050007,no,0.059,1.140,46.7,NA,NA,NA,NA,NA
40,10,sqrt,1000,5000,dynamic,0,50,1,0.006195,no,0.019,0.564,26.5,NA,NA,NA,NA,NA
2,100,sqrt,1000,5000,static,10,50,1,4.356397,no,4.384,4.591,0.6,NA,NA,NA,NA,NA
2,50,sqrt,1000,10000,dynamic,0,50,1,1.279183,no,1.291,4.323,1.1,NA,NA,NA,NA,NA
40,50,sqrt,0,5000,guided,0,50,1,1.144176,no,1.153,0.996,9.3,NA,NA,NA,NA,NA
20,10,hogwild,0,10000,guided,1,50,1,0.009424,yes,0.017,0.403,91.8,NA,NA,NA,NA,NA
16,50,hogwild,0,10000,static,10,0,1,0.011932,yes,0.019,0.748,73.5,NA,NA,NA,NA,NA
2,100,hogwild,0,10000,dynamic,0,0,1,0.109255,yes,0.118,1.313,15.7,NA,NA,NA,NA,NA
16,10,sqrt,1000,5000,dynamic,1,0,1,0.003225,yes,0.014,0.666,0.0,NA,NA,NA,NA,NA
20,100,sqrt,10,10000,dynamic,0,50,1,2.434202,no,2.463,2.340,18.8,NA,NA,NA,NA,NA
20,50,hogwild,0,10000,guided,0,50,1,0.191325,no,0.201,3.226,8.6,NA,NA,NA,NA,NA
8,10,hogwild,0,10000,dynamic,1,0,1,0.004130,yes,0.014,0.669,76.5,NA,NA,NA,NA,NA
20,50,statespace,0,5000,static,1,0,1,0.018696,no,0.031,1.065,33.1,NA,NA,NA,NA,NA
40,100,sqrt,0,10000,dynamic,10,0,1,0.348424,no,0.359,0.430,40.2,NA,NA,NA,NA,NA
4,50,sqrt,0,5000,guided,1,50,1,0.467745,no,0.485,3.953,2.5,NA,NA,NA,NA,NA
16,50,sqrt,1000,10000,static,10,0,1,0.025545,no,0.042,1.102,34.4,NA,NA,NA,NA,NA
8,100,statespace,0,10000,dynamic,10,50,1,2.527298,no,2.551,4.552,1.0,NA,NA,NA,NA,NA
2,50,statespace,0,10000,dynamic,1,0,1,0.042080,yes,0.053,1.485,11.1,NA,NA,NA,NA,NA
20,10,hogwild,0,10000,static,0,0,1,0.007673,yes,0.024,0.261,49.9,NA,NA,NA,NA,NA
2,50,sqrt,0,5000,dynamic,0,50,1,0.723246,no,0.734,4.262,1.4,NA,NA,NA,NA,NA
8,10,hogwild,0,10000,guided,1,0,1,0.004388,yes,0.022,0.624,80.6,NA,NA,NA,NA,NA
16,10,statespace,0,10000,static,10,0,1,0.013588,yes,0.028,0.503,24.4,NA,NA,NA,NA,NA
20,50,sqrt,10,5000,guided,0,50,1,0.330037,no,0.340,1.753,23.2,NA,NA,NA,NA,NA
2,10,sqrt,0,10000,dynamic,0,0,1,0.005478,yes,0.026,1.465,41.5,NA,NA,NA,NA,NA
4,10,hogwild,0,10000,static,10,0,1,0.005089,yes,0.016,0.877,75.6,NA,NA,NA,NA,NA
2,10,hogwild,0,5000,dynamic,0,0,1,0.003184,yes,0.019,1.168,0.0,NA,NA,NA,NA,NA
8,10,sqrt,0,10000,guided,0,50,1,0.008113,yes,0.026,1.103,70.2,NA,NA,NA,NA,NA
8,10,sqrt,10,10000,dynamic,10,0,1,0.022276,yes,0.029,0.486,73.9,NA,NA,NA,NA,NA
4,100,sqrt,1000,10000,guided,10,50,1,4.903976,no,4.936,4.564,0.7,NA,NA,NA,NA,NA
16,10,sqrt,1000,10000,static,1,0,1,0.003314,yes,0.016,0.806,0.0,NA,NA,NA,NA,NA
8,100,hogwild,0,10000,dynamic,0,0,1,0.033343,yes,0.042,1.208,63.9,NA,NA,NA,NA,NA
8,50,sqrt,10,5000,static,10,50,1,1.946276,no,1.962,1.430,12.6,NA,NA,NA,NA,NA
20,100,hogwild,0,5000,guided,10,0,1,0.014922,yes,0.025,0.820,66.8,NA,NA,NA,NA,NA
4,100,sqrt,0,5000,guided,0,0,1,0.085384,no,0.098,1.461,19.9,NA,NA,NA,NA,NA
16,10,sqrt,1000,10000,dynamic,10,0,1,0.003253,yes,0.017,0.794,0.0,NA,NA,NA,NA,NA
2,100,sqrt,1000,10000,static,0,50,1,8.756379,no,8.781,4.605,0.5,NA,NA,NA,NA,NA
8,100,sqrt,0,5000,dynamic,0,0,1,0.079616,no,0.103,1.343,32.5,NA,NA,NA,NA,NA
8,50,sqrt,10,5000,static,10,0,1,0.136325,yes,0.147,0.747,25.2,NA,NA,NA,NA,NA
16,100,sqrt,10,5000,dynamic,0,50,1,1.189415,no,1.218,2.844,14.2,NA,NA,NA,NA,NA
16,10,sqrt,1000,10000,dynamic,10,50,1,0.004916,yes,0.012,1.231,0.0,NA,NA,NA,NA,NA
4,10,hogwild,0,5000,guided,1,50,1,0.004289,yes,0.014,1.422,62.2,NA,NA,NA,NA,NA
16,50,sqrt,10,10000,dynamic,10,50,1,3.639652,no,3.649,0.932,16.1,NA,NA,NA,NA,NA
4,50,sqrt,0,10000,dynamic,1,50,1,0.810366,no,0.827,4.152,1.9,NA,NA,NA,NA,NA
4,50,sqrt,10,5000,guided,1,0,1,0.047613,yes,0.057,1.442,35.1,NA,NA,NA,NA,NA
8,100,sqrt,10,5000,guided,0,0,1,0.129081,no,0.140,1.493,43.2,NA,NA,NA,NA,NA
40,10,sqrt,1000,10000,static,0,0,1,0.005612,yes,0.022,0.487,58.0,NA,NA,NA,NA,NA
20,100,sqrt,1000,10000,static,10,50,1,1.068969,no,1.099,4.510,1.0,NA,NA,NA,NA,NA
4,50,statespace,0,10000,guided,1,50,1,0.788273,no,0.798,4.277,1.0,NA,NA,NA,NA,NA
40,10,statespace,0,10000,dynamic,0,0,1,0.009018,yes,0.019,0.300,76.8,NA,NA,NA,NA,NA
40,10,sqrt,0,10000,static,10,0,1,0.016879,yes,0.033,0.277,70.0,NA,NA,NA,NA,NA
2,10,sqrt,0,5000,guided,10,50,1,0.006189,yes,0.018,1.814,40.8,NA,NA,NA,NA,NA
2,100,sqrt,10,5000,dynamic,10,50,1,9.028799,no,9.068,4.129,2.4,NA,NA,NA,NA,NA
4,50,statespace,0,10000,static,0,50,1,0.797191,no,0.812,4.293,1.1,NA,NA,NA,NA,NA
8,10,sqrt,1000,5000,static,10,50,1,0.003373,yes,0.027,1.479,0.0,NA,NA,NA,NA,NA
2,100,sqrt,0,5000,static,1,0,1,0.108988,yes,0.130,1.438,16.6,NA,NA,NA,NA,NA
8,50,statespace,0,5000,dynamic,10,50,1,0.301000,no,0.313,4.243,0.4,NA,NA,NA,NA,NA
4,50,sqrt,0,10000,dynamic,0,50,1,0.814684,no,0.824,4.142,2.2,NA,NA,NA,NA,NA
16,100,hogwild,0,5000,guided,1,50,1,0.717821,no,0.745,4.011,1.1,NA,NA,NA,NA,NA
4,10,sqrt,10,5000,guided,0,0,1,0.005556,yes,0.017,0.840,61.2,NA,NA,NA,NA,NA
2,100,hogwild,0,5000,guided,0,0,1,0.074389,yes,0.087,1.273,12.2,NA,NA,NA,NA,NA
8,50,sqrt,10,5000,guided,0,0,1,0.050393,no,0.062,1.200,41.1,NA,NA,NA,NA,NA
16,10,sqrt,1000,5000,dynamic,10,0,1,0.003065,yes,0.024,0.702,0.0,NA,NA,NA,NA,NA
40,50,sqrt,1000,10000,dynamic,10,0,1,0.032590,no,0.045,0.724,48.3,NA,NA,NA,NA,NA
2,50,statespace,0,10000,guided,10,0,1,0.042235,yes,0.058,1.489,38.6,NA,NA,NA,NA,NA
4,50,sqrt,1000,5000,static,10,0,1,0.025418,yes,0.042,1.322,30.7,NA,NA,NA,NA,NA
40,10,statespace,0,5000,guided,1,50,1,0.014967,no,0.035,0.415,56.5,NA,NA,NA,NA,NA
40,100,statespace,0,5000,dynamic,10,0,1,0.052862,no,0.079,0.759,38.6,NA,NA,NA,NA,NA
40,50,sqrt,0,10000,dynamic,10,50,1,2.232679,no,2.256,1.026,17.4,NA,NA,NA,NA,NA
4,50,hogwild,0,10000,static,0,0,1,0.026934,yes,0.043,1.100,86.5,NA,NA,NA,NA,NA
2,50,sqrt,10,10000,static,10,0,1,0.113435,yes,0.129,1.435,18.1,NA,NA,NA,NA,NA
16,100,statespace,0,5000,static,1,50,1,0.654918,no,0.680,4.525,1.5,NA,NA,NA,NA,NA
16,50,sqrt,10,5000,static,0,0,1,0.070274,no,0.089,0.761,54.9,NA,NA,NA,NA,NA
8,100,hogwild,0,10000,static,1,50,1,2.861377,no,2.895,4.229,1.6,NA,NA,NA,NA,NA
20,50,sqrt,1000,10000,guided,0,50,1,0.250389,no,0.269,4.150,1.7,NA,NA,NA,NA,NA
20,100,sqrt,0,10000,static,10,0,1,0.402510,no,0.416,0.614,43.7,NA,NA,NA,NA,NA
16,50,sqrt,10,5000,guided,10,0,1,0.177877,no,0.194,0.579,29.6,NA,NA,NA,NA,NA
2,100,statespace,0,10000,guided,10,50,1,8.733394,no,8.772,4.584,0.6,NA,NA,NA,NA,NA
8,100,hogwild,0,10000,static,0,0,1,0.038528,yes,0.047,1.075,75.3,NA,NA,NA,NA,NA
2,50,statespace,0,5000,static,10,0,1,0.028878,yes,0.045,1.425,30.3,NA,NA,NA,NA,NA
8,100,hogwild,0,10000,static,1,0,1,0.034480,yes,0.043,1.183,67.5,NA,NA,NA,NA,NA
20,50,sqrt,1000,10000,guided,0,0,1,0.022334,no,0.034,1.124,39.6,NA,NA,NA,NA,NA
16,100,sqrt,10,5000,static,1,0,1,0.186940,no,0.197,0.900,61.0,NA,NA,NA,NA,NA
4,10,sqrt,0,10000,static,1,50,1,0.008712,yes,0.019,1.560,49.2,NA,NA,NA,NA,NA
2,100,sqrt,10,5000,dynamic,0,50,1,4.438897,no,4.466,4.549,1.1,NA,NA,NA,NA,NA
2,10,hogwild,0,5000,static,0,50,1,0.006276,yes,0.021,1.635,51.2,NA,NA,NA,NA,NA
20,100,sqrt,10,10000,dynamic,10,0,1,0.854262,no,0.866,0.590,43.8,NA,NA,NA,NA,NA
16,10,statespace,0,5000,static,0,50,1,0.007723,yes,0.016,0.753,0.0,NA,NA,NA,NA,NA
8,100,statespace,0,10000,guided,1,0,1,0.069454,no,0.079,1.298,10.0,NA,NA,NA,NA,NA
2,50,sqrt,0,10000,guided,0,50,1,1.290334,no,1.302,4.201,1.7,NA,NA,NA,NA,NA
4,100,sqrt,1000,10000,guided,0,50,1,4.876196,no,4.902,4.565,0.7,NA,NA,NA,NA,NA
8,100,sqrt,1000,10000,guided,1,50,1,2.571683,no,2.607,4.542,1.1,NA,NA,NA,NA,NA
8,50,sqrt,0,5000,static,1,0,1,0.031649,no,0.048,1.198,51.4,NA,NA,NA,NA,NA
4,100,sqrt,1000,10000,dynamic,1,50,1,4.870073,no,4.898,4.555,0.9,NA,NA,NA,NA,NA
20,100,sqrt,10,5000,guided,1,50,1,1.228840,no,1.257,2.328,19.6,NA,NA,NA,NA,NA
40,100,sqrt,10,5000,static,0,0,1,0.370958,no,0.385,0.423,61.9,NA,NA,NA,NA,NA
8,10,sqrt,10,5000,guided,1,50,1,0.007665,yes,0.022,0.871,68.4,NA,NA,NA,NA,NA
40,10,sqrt,0,10000,guided,0,50,1,0.074803,yes,0.085,0.348,20.4,NA,NA,NA,NA,NA
40,50,hogwild,0,5000,static,1,50,1,0.083343,no,0.096,2.140,22.1,NA,NA,NA,NA,NA
40,100,hogwild,0,5000,dynamic,1,50,1,0.477832,no,0.510,2.423,2.2,NA,NA,NA,NA,NA
20,100,sqrt,1000,10000,guided,1,0,1,0.050765,no,0.064,1.122,48.0,NA,NA,NA,NA,NA
2,10,sqrt,0,10000,guided,0,0,1,0.005306,yes,0.015,1.471,0.0,NA,NA,NA,NA,NA
2,100,statespace,0,10000,dynamic,1,0,1,0.138659,no,0.156,1.385,10.4,NA,NA,NA,NA,NA
16,10,sqrt,1000,10000,dynamic,0,50,1,0.005040,yes,0.020,1.220,0.0,NA,NA,NA,NA,NA
4,10,sqrt,1000,5000,static,0,50,1,0.003957,yes,0.014,1.776,28.4,NA,NA,NA,NA,NA
20,10,sqrt,0,5000,guided,10,50,1,0.019926,yes,0.030,0.406,81.1,NA,NA,NA,NA,NA
20,100,sqrt,1000,10000,dynamic,0,0,1,0.048570,no,0.065,1.149,49.6,NA,NA,NA,NA,NA
8,10,statespace,0,10000,static,10,0,1,0.004114,yes,0.018,0.911,0.0,NA,NA,NA,NA,NA
20,50,sqrt,0,5000,guided,1,50,1,0.179117,no,0.192,3.281,16.1,NA,NA,NA,NA,NA
16,50,statespace,0,10000,static,10,0,1,0.024613,no,0.037,1.146,34.1,NA,NA,NA,NA,NA
8,100,sqrt,10,5000,guided,10,50,1,8.931676,no,8.965,2.993,7.3,NA,NA,NA,NA,NA
16,50,sqrt,0,5000,dynamic,1,50,1,0.280211,no,0.300,2.604,13.2,NA,NA,NA,NA,NA
16,100,hogwild,0,10000,dynamic,1,0,1,0.024552,yes,0.038,0.890,87.7,NA,NA,NA,NA,NA
4,50,sqrt,1000,10000,static,0,0,1,0.032785,yes,0.054,1.388,30.2,NA,NA,NA,NA,NA
8,50,sqrt,1000,5000,dynamic,0,50,1,0.288880,no,0.301,4.257,1.5,NA,NA,NA,NA,NA
20,10,hogwild,0,5000,dynamic,10,50,1,0.006545,yes,0.020,0.408,96.0,NA,NA,NA,NA,NA
8,100,sqrt,1000,10000,dynamic,0,50,1,2.540751,no,2.579,4.526,0.9,NA,NA,NA,NA,NA
16,50,statespace,0,5000,static,1,50,1,0.179677,no,0.197,4.129,1.4,NA,NA,NA,NA,NA
16,100,sqrt,10,5000,guided,0,0,1,0.187469,no,0.200,0.902,58.7,NA,NA,NA,NA,NA
2,10,sqrt,0,5000,dynamic,0,50,1,0.006031,yes,0.026,1.812,40.7,NA,NA,NA,NA,NA
16,50,sqrt,0,10000,static,0,50,1,0.460726,no,0.473,2.570,11.7,NA,NA,NA,NA,NA
16,50,sqrt,10,5000,dynamic,0,50,1,0.333999,no,0.344,2.077,19.6,NA,NA,NA,NA,NA
4,100,hogwild,0,5000,guided,10,50,1,2.441079,no,2.468,4.567,0.8,NA,NA,NA,NA,NA
4,10,sqrt,10,5000,static,10,0,1,0.008263,yes,0.018,0.778,39.6,NA,NA,NA,NA,NA
4,100,sqrt,10,5000,dynamic,10,50,1,8.928785,no,8.960,3.704,4.1,NA,NA,NA,NA,NA
4,50,statespace,0,10000,static,10,50,1,0.804071,no,0.826,4.294,0.9,NA,NA,NA,NA,NA
16,50,sqrt,1000,10000,dynamic,0,50,1,0.287927,no,0.308,4.210,2.1,NA,NA,NA,NA,NA
8,50,sqrt,1000,5000,guided,10,50,1,0.295987,no,0.310,4.178,1.7,NA,NA,NA,NA,NA
20,10,sqrt,0,10000,guided,1,0,1,0.023466,yes,0.045,0.188,100.0,NA,NA,NA,NA,NA
16,50,sqrt,0,10000,static,10,50,1,1.726459,no,1.745,1.539,13.5,NA,NA,NA,NA,NA
4,100,sqrt,10,5000,dynamic,1,50,1,2.966394,no,2.994,3.948,3.2,NA,NA,NA,NA,NA
2,100,sqrt,10,10000,guided,1,50,1,8.905849,no,8.941,4.548,1.2,NA,NA,NA,NA,NA
4,10,hogwild,0,5000,static,1,50,1,0.004411,yes,0.015,1.397,0.0,NA,NA,NA,NA,NA
40,50,sqrt,10,5000,guided,0,0,1,0.118456,no,0.131,0.410,60.9,NA,NA,NA,NA,NA
2,100,sqrt,1000,5000,static,10,0,1,0.099401,no,0.118,1.353,6.1,NA,NA,NA,NA,NA
20,10,sqrt,0,10000,dynamic,1,0,1,0.019117,yes,0.034,0.224,100.0,NA,NA,NA,NA,NA
20,50,statespace,0,5000,static,0,0,1,0.019765,no,0.043,1.048,31.0,NA,NA,NA,NA,NA
2,10,hogwild,0,5000,guided,10,50,1,0.006303,yes,0.019,1.630,55.0,NA,NA,NA,NA,NA
8,100,sqrt,0,10000,guided,10,0,1,0.184372,no,0.195,1.083,20.9,NA,NA,NA,NA,NA
8,10,sqrt,10,5000,guided,1,0,1,0.005761,yes,0.012,0.645,79.0,NA,NA,NA,NA,NA
